scope,intervention_id,family,mode,direction,source_group,direct_group_id,layer,concept_count,positive_concept_count,fraction,fraction_ci_low,fraction_ci_high
discovery,layer_scan.layer_02.response.rescue,layer_source_scan,source_contribution,rescue,response,,2,4,3,-6.008099938602345e-05,-0.0004051895858630682,0.00018525588057510063
discovery,layer_scan.layer_02.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,2,4,1,-6.738240748608804e-05,-0.00032263811636003764,0.00014298221304492848
discovery,layer_scan.layer_03.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,3,4,2,3.127770336683128e-05,-0.00013907391918204743,0.00020770256232659106
discovery,layer_scan.layer_03.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,3,4,4,0.0025380122985314115,0.001851232714153709,0.0033474140254538187
discovery,layer_scan.layer_03.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,3,4,3,-4.146641201403925e-05,-0.0002132331603350544,0.00011168105989230518
discovery,layer_scan.layer_03.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,3,4,1,-5.1719429152165096e-05,-0.0005860523624983962,0.0003659339750141193
discovery,layer_scan.layer_03.template.rescue,layer_source_scan,source_contribution,rescue,template,,3,4,3,5.6523671842335624e-05,-0.0001458407826432749,0.00023502405549103992
discovery,layer_scan.layer_03.response.rescue,layer_source_scan,source_contribution,rescue,response,,3,4,1,-0.00032880401271728315,-0.0006003976514769951,-0.00010873453180087896
discovery,layer_scan.layer_03.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,3,4,3,0.00254408846842375,0.0019017957667178927,0.003256976793416603
discovery,layer_scan.layer_04.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,4,4,0,-0.0004756479614253553,-0.0007145890844702756,-0.0002748277065625779
discovery,layer_scan.layer_04.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,4,4,4,0.005811708031177446,0.003880283675417386,0.008303435332124314
discovery,layer_scan.layer_04.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,4,4,4,0.0011174157601147399,0.0005004388503807382,0.002177372167901076
discovery,layer_scan.layer_04.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,4,4,4,0.000823132692827364,3.2400786497050944e-06,0.0017150874831402046
discovery,layer_scan.layer_04.template.rescue,layer_source_scan,source_contribution,rescue,template,,4,4,4,0.0002581716537762163,0.00013026917773878983,0.00041429018954132414
discovery,layer_scan.layer_04.response.rescue,layer_source_scan,source_contribution,rescue,response,,4,4,2,-0.0008655895223858756,-0.0013543091847991124,-0.0003610248169931593
discovery,layer_scan.layer_04.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,4,4,4,0.006672906224150938,0.004262940934580142,0.009892562567536388
discovery,layer_scan.layer_05.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,5,4,3,-1.3490225202978832e-05,-0.0003517512353198824,0.0003551271619183519
discovery,layer_scan.layer_05.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,5,4,4,0.0016552644150396767,0.0010739859365991658,0.002452410136353773
discovery,layer_scan.layer_05.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,5,4,3,0.00047814576707849845,4.5164266594113996e-05,0.0013166938393478227
discovery,layer_scan.layer_05.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,5,4,2,0.00023791724271979178,-0.00010704065357945735,0.000593977668325885
discovery,layer_scan.layer_05.template.rescue,layer_source_scan,source_contribution,rescue,template,,5,4,4,0.0005757975002785562,0.00037937373159744475,0.0007539659887403033
discovery,layer_scan.layer_05.response.rescue,layer_source_scan,source_contribution,rescue,response,,5,4,1,-0.0005086207575124466,-0.001073252912291941,-6.043580822825612e-05
discovery,layer_scan.layer_05.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,5,4,4,0.0021302114863069547,0.0010814231960778865,0.0039051889049217916
discovery,layer_scan.layer_06.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,6,4,4,0.007807912599634764,0.004330343567895871,0.012338821056455975
discovery,layer_scan.layer_06.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,6,4,4,0.0035336036447258766,0.0015946588259178754,0.006258048063189961
discovery,layer_scan.layer_06.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,6,4,4,0.0035650564570701834,0.001087852389139651,0.006716079589123723
discovery,layer_scan.layer_06.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,6,4,4,0.0031795580616814185,0.0020347560329012047,0.004717010463192501
discovery,layer_scan.layer_06.template.rescue,layer_source_scan,source_contribution,rescue,template,,6,4,3,-0.00027340271065424824,-0.0006952525644838921,0.00012201140292245847
discovery,layer_scan.layer_06.response.rescue,layer_source_scan,source_contribution,rescue,response,,6,4,4,0.0012306369724237706,0.0004958328065173836,0.0020771573617705346
discovery,layer_scan.layer_06.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,6,4,4,0.016293213277525455,0.009025124735018032,0.026177934905480593
discovery,layer_scan.layer_07.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,7,4,4,0.001962010567685127,0.0005476648286812983,0.004595525404896354
discovery,layer_scan.layer_07.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,7,4,3,0.000904650472678197,-6.000865240338643e-05,0.002107434067365793
discovery,layer_scan.layer_07.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,7,4,3,0.0005687354303883786,0.00017161425457761992,0.000986168881277384
discovery,layer_scan.layer_07.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,7,4,3,0.0004795109361887487,-0.00032679104455092984,0.0011611414333017936
discovery,layer_scan.layer_07.template.rescue,layer_source_scan,source_contribution,rescue,template,,7,4,4,0.0003007459189760603,3.650613678423067e-05,0.0006806140626106948
discovery,layer_scan.layer_07.response.rescue,layer_source_scan,source_contribution,rescue,response,,7,4,1,-0.0016080849826183713,-0.004141451544744108,4.199931178520007e-05
discovery,layer_scan.layer_07.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,7,4,3,0.0037983513092131006,0.0013268057976245904,0.0076929161248388825
discovery,layer_scan.layer_08.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,8,4,2,6.514711550382205e-05,-5.230981740482953e-05,0.00022803450326145386
discovery,layer_scan.layer_08.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,8,4,4,0.02324283882321303,0.016008681828031994,0.03259501941408965
discovery,layer_scan.layer_08.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,8,4,3,0.004686705597988791,0.0030221677626803122,0.006106527969733121
discovery,layer_scan.layer_08.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,8,4,4,0.004412780389100317,0.0025878622646549275,0.006077688288814977
discovery,layer_scan.layer_08.template.rescue,layer_source_scan,source_contribution,rescue,template,,8,4,4,0.0006236765268213746,0.00020409327896179957,0.0009570846197302089
discovery,layer_scan.layer_08.response.rescue,layer_source_scan,source_contribution,rescue,response,,8,4,3,0.0024823532571883133,-0.00033729558010897934,0.005569756171006728
discovery,layer_scan.layer_08.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,8,4,3,0.031276610708732916,0.0228563811404352,0.04167574176469587
discovery,layer_scan.layer_09.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,9,4,1,-0.0001119012525560104,-0.0002274346895451479,2.6996317277699424e-05
discovery,layer_scan.layer_09.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,9,4,4,0.04477359062339297,0.03150408408293163,0.056437516861503466
discovery,layer_scan.layer_09.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,9,4,2,0.01457122859307886,0.01156472848026824,0.017883560824659955
discovery,layer_scan.layer_09.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,9,4,4,0.018344002179803327,0.014727309721754058,0.022355277288417293
discovery,layer_scan.layer_09.template.rescue,layer_source_scan,source_contribution,rescue,template,,9,4,3,0.0015452379436341006,0.000828059368206279,0.0023729810648923416
discovery,layer_scan.layer_09.response.rescue,layer_source_scan,source_contribution,rescue,response,,9,4,4,0.013607747530548957,0.011134990180020184,0.015928705799727334
discovery,layer_scan.layer_09.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,9,4,4,0.06191966295598004,0.04822519004292621,0.07437620435790752
discovery,layer_scan.layer_10.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,10,4,2,0.00014596974777051047,-0.0001208106892535079,0.0005646743596641929
discovery,layer_scan.layer_10.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,10,4,3,0.14314855920984904,0.12132858808633933,0.16399658446447213
discovery,layer_scan.layer_10.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,10,4,3,0.047425022430055905,0.042359353945896926,0.05274962555464673
discovery,layer_scan.layer_10.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,10,4,3,0.004879289900282388,0.0019963748932222327,0.007545285949445091
discovery,layer_scan.layer_10.template.rescue,layer_source_scan,source_contribution,rescue,template,,10,4,3,0.0004672012516819181,-0.00043342538882650943,0.001380556177833963
discovery,layer_scan.layer_10.response.rescue,layer_source_scan,source_contribution,rescue,response,,10,4,1,-0.007156186943332833,-0.011974618572923403,-0.0024433933863888973
discovery,layer_scan.layer_10.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,10,4,3,0.19229141003516095,0.16998980770862254,0.21393808828715755
discovery,layer_scan.layer_11.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,11,4,3,0.0001506086933595455,8.175229575566238e-06,0.00031176293503486907
discovery,layer_scan.layer_11.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,11,4,3,0.047116797702507325,0.04104015839175365,0.05376859212556166
discovery,layer_scan.layer_11.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,11,4,3,0.19431250858094712,0.16564690594840675,0.22423193217054257
discovery,layer_scan.layer_11.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,11,4,4,0.05697077880952125,0.04873389619781932,0.0652073226567926
discovery,layer_scan.layer_11.template.rescue,layer_source_scan,source_contribution,rescue,template,,11,4,4,0.009334501039926592,0.006548683798891718,0.012623189815932833
discovery,layer_scan.layer_11.response.rescue,layer_source_scan,source_contribution,rescue,response,,11,4,4,0.0708225292773858,0.059376178220215126,0.08313838780368295
discovery,layer_scan.layer_11.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,11,4,4,0.24808069364043162,0.21889717664072095,0.2781862491583621
discovery,layer_scan.layer_12.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,12,4,3,0.0007660100896319609,0.0005533637221950686,0.0010197659505359665
discovery,layer_scan.layer_12.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,12,4,4,0.011446243536271954,0.008580899923417968,0.014496752499467363
discovery,layer_scan.layer_12.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,12,4,2,0.0023559517212443796,-1.6718692439497153e-06,0.004859106046552144
discovery,layer_scan.layer_12.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,12,4,4,0.02027109902687715,0.011580705511412262,0.03282945212706129
discovery,layer_scan.layer_12.template.rescue,layer_source_scan,source_contribution,rescue,template,,12,4,4,0.004256476554332544,0.0027126393497892086,0.0062864590689927675
discovery,layer_scan.layer_12.response.rescue,layer_source_scan,source_contribution,rescue,response,,12,4,4,0.06803437051765489,0.056061594162053766,0.08185241608087711
discovery,layer_scan.layer_12.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,12,4,4,0.01584004311776805,0.012355529965993955,0.019238435472878686
discovery,individual.layer_11.head_08.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,11,4,2,4.109449456781263e-05,-0.00011956838342409375,0.0002484116685543815
discovery,individual.layer_11.head_08.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,11,4,3,0.017529016786843744,0.016558961663288272,0.01853547636499222
discovery,individual.layer_11.head_08.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,11,4,3,0.10528634309743508,0.07884811573863253,0.1368594967849697
discovery,individual.layer_11.head_08.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,11,4,4,0.03578515667005081,0.029757642561306988,0.04168888699053752
discovery,individual.layer_11.head_08.template.rescue,individual_selected_head,source_contribution,rescue,template,,11,4,4,0.004265352376810904,0.0030930364292176427,0.005530979987042844
discovery,individual.layer_11.head_08.response.rescue,individual_selected_head,source_contribution,rescue,response,,11,4,4,0.04530671484470817,0.03851999949930286,0.0526021374188436
discovery,individual.layer_10.head_12.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,10,4,2,0.00012421223356038897,5.517582263659928e-06,0.0002902994351964848
discovery,individual.layer_10.head_12.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,10,4,2,0.15216617772415247,0.1278493162475981,0.17491638396445397
discovery,individual.layer_10.head_12.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,10,4,2,0.0006876068200808554,0.0004284399943010279,0.0009908372253810004
discovery,individual.layer_10.head_12.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,10,4,3,0.0013302555537269354,-0.0013966311739412368,0.003415418399444483
discovery,individual.layer_10.head_12.template.rescue,individual_selected_head,source_contribution,rescue,template,,10,4,2,0.0003122347934364741,8.138352268309796e-05,0.0005315098530045358
discovery,individual.layer_10.head_12.response.rescue,individual_selected_head,source_contribution,rescue,response,,10,4,3,0.0039266759866825995,0.0025110294260895236,0.00550427516851766
discovery,individual.layer_11.head_09.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,11,4,2,3.0240954380103912e-05,-0.00013081128551603838,0.00023668682077048695
discovery,individual.layer_11.head_09.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,11,4,3,0.019650379209486927,0.01629333761070293,0.023243252101589867
discovery,individual.layer_11.head_09.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,11,4,3,0.024180978371875012,0.01970137088392904,0.02901162200086542
discovery,individual.layer_11.head_09.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,11,4,4,0.015720868407337083,0.011396931231456145,0.020870604088880456
discovery,individual.layer_11.head_09.template.rescue,individual_selected_head,source_contribution,rescue,template,,11,4,4,0.0016848992483025347,0.001042913903350126,0.002460071149496224
discovery,individual.layer_11.head_09.response.rescue,individual_selected_head,source_contribution,rescue,response,,11,4,4,0.01925690644258876,0.015771425256048417,0.022988201511519965
discovery,individual.layer_10.head_02.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,10,4,2,1.5079730763013777e-05,-0.00012791904260770826,0.0001573693036163127
discovery,individual.layer_10.head_02.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,10,4,2,-0.005386116336352552,-0.0064128588987623445,-0.004319543791869996
discovery,individual.layer_10.head_02.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,10,4,3,0.03991246324689664,0.03513294889863145,0.04523536345885758
discovery,individual.layer_10.head_02.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,10,4,4,0.0056669419034462865,0.004451174638978166,0.00697957823131874
discovery,individual.layer_10.head_02.template.rescue,individual_selected_head,source_contribution,rescue,template,,10,4,4,0.001229116226569537,0.0008834191665034758,0.0016611360392235666
discovery,individual.layer_10.head_02.response.rescue,individual_selected_head,source_contribution,rescue,response,,10,4,3,0.0045116287851890355,0.0036929045208997494,0.005249359757585198
discovery,individual.layer_09.head_11.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,9,4,2,0.00012585271412209306,-2.8892442791043e-05,0.00037384343758038193
discovery,individual.layer_09.head_11.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,9,4,2,0.011335403660234328,0.009645724042081711,0.013063582918301897
discovery,individual.layer_09.head_11.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,9,4,3,0.007570151280648091,0.005770107395507754,0.009566092776280037
discovery,individual.layer_09.head_11.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,9,4,4,0.007754550530570963,0.005787827966779157,0.010128840501223901
discovery,individual.layer_09.head_11.template.rescue,individual_selected_head,source_contribution,rescue,template,,9,4,4,0.0014459763872157008,0.0008532550635684143,0.002148849588276117
discovery,individual.layer_09.head_11.response.rescue,individual_selected_head,source_contribution,rescue,response,,9,4,4,0.008616913334200359,0.007503961341270315,0.009761912173927186
discovery,individual.layer_12.head_12.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,12,4,3,0.0005053687695041498,0.0003149407710364637,0.0007168503452481054
discovery,individual.layer_12.head_12.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,12,4,3,0.004095122693444391,0.0016677420196435475,0.006722283100473288
discovery,individual.layer_12.head_12.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,12,4,1,-0.0027629867875015516,-0.004030540486414238,-0.0010742959835033136
discovery,individual.layer_12.head_12.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,12,4,3,0.0035533439688677834,0.002486336589918718,0.00487819146643847
discovery,individual.layer_12.head_12.template.rescue,individual_selected_head,source_contribution,rescue,template,,12,4,4,0.001193322338050871,0.0009042243374375118,0.0014914468216593241
discovery,individual.layer_12.head_12.response.rescue,individual_selected_head,source_contribution,rescue,response,,12,4,4,0.025255939616370817,0.022086066122690512,0.02930751288784994
discovery,individual.layer_12.head_03.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,12,4,2,9.7166645278504e-05,-6.562047688244883e-05,0.00031408221030416344
discovery,individual.layer_12.head_03.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,12,4,2,0.002102600837620944,0.0017197047301147639,0.002615963316355653
discovery,individual.layer_12.head_03.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,12,4,3,0.005506449567029708,0.004554302086682479,0.006535146187503767
discovery,individual.layer_12.head_03.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,12,4,4,0.0036713422397669344,0.0026599234875365543,0.004975817964146345
discovery,individual.layer_12.head_03.template.rescue,individual_selected_head,source_contribution,rescue,template,,12,4,3,0.0003262205507602678,-1.8327595130066937e-05,0.0006712586525150414
discovery,individual.layer_12.head_03.response.rescue,individual_selected_head,source_contribution,rescue,response,,12,4,4,0.018338312850957904,0.015608616363719432,0.021026176912735332
discovery,individual.layer_09.head_04.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,9,4,1,-1.7490498427276662e-05,-0.00013086209392705784,0.00015538282560596304
discovery,individual.layer_09.head_04.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,9,4,2,0.019503418321717633,0.010179662375344107,0.02823394185266959
discovery,individual.layer_09.head_04.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,9,4,1,-0.0003143579437374837,-0.0005182521374991519,-7.70798361670443e-05
discovery,individual.layer_09.head_04.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,9,4,4,0.00104138496539167,0.000729001893820689,0.0013785803961891185
discovery,individual.layer_09.head_04.template.rescue,individual_selected_head,source_contribution,rescue,template,,9,4,3,0.0003940257820468814,0.00014487782219632387,0.000677679594406183
discovery,individual.layer_09.head_04.response.rescue,individual_selected_head,source_contribution,rescue,response,,9,4,4,0.003947907950862769,0.0030201195448167173,0.005006998170332394
discovery,individual.layer_11.head_14.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,11,4,2,6.695339458790838e-05,-7.073111591555394e-05,0.00026503403105449083
discovery,individual.layer_11.head_14.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,11,4,0,-0.009066574309232736,-0.010251595701630463,-0.008101910466482872
discovery,individual.layer_11.head_14.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,11,4,2,0.029722128202182126,0.025539358343771135,0.0339431671176216
discovery,individual.layer_11.head_14.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,11,4,3,0.0031006329381892033,0.0018596100396779639,0.004641571318209597
discovery,individual.layer_11.head_14.template.rescue,individual_selected_head,source_contribution,rescue,template,,11,4,2,0.00017785796892899695,-0.00015448690051487977,0.0005426133089886974
discovery,individual.layer_11.head_14.response.rescue,individual_selected_head,source_contribution,rescue,response,,11,4,2,0.0022355149087550843,0.0008438458283150957,0.003716122690039499
discovery,individual.layer_12.head_02.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,12,4,2,5.7744697776710085e-05,-9.974535066635308e-05,0.00025840176338333534
discovery,individual.layer_12.head_02.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,12,4,1,-0.002476353976885835,-0.0028848429272195554,-0.002055322339573961
discovery,individual.layer_12.head_02.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,12,4,3,0.004592274379492627,0.0037590488120065463,0.005503925646402814
discovery,individual.layer_12.head_02.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,12,4,4,0.0033543027047290884,0.002182376297191737,0.004601402890789292
discovery,individual.layer_12.head_02.template.rescue,individual_selected_head,source_contribution,rescue,template,,12,4,2,5.7728499321910344e-05,-0.0002495797181693887,0.0005124453152524349
discovery,individual.layer_12.head_02.response.rescue,individual_selected_head,source_contribution,rescue,response,,12,4,4,0.009529085979220975,0.007429475976116193,0.012311086475132781
discovery,individual.layer_09.head_13.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,9,4,2,2.2201942999872673e-05,-0.00014221963443002042,0.0002294860574019758
discovery,individual.layer_09.head_13.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,9,4,1,-0.002634419969917186,-0.003036687892240754,-0.0022282879900927866
discovery,individual.layer_09.head_13.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,9,4,3,0.0046817070562594825,0.003788415985981328,0.005510104124006899
discovery,individual.layer_09.head_13.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,9,4,4,0.004938878665638083,0.00407876474920199,0.005916591547924925
discovery,individual.layer_09.head_13.template.rescue,individual_selected_head,source_contribution,rescue,template,,9,4,3,0.00011197032754772684,-3.300392963374287e-05,0.0002523514871710264
discovery,individual.layer_09.head_13.response.rescue,individual_selected_head,source_contribution,rescue,response,,9,4,4,0.005051467608129627,0.004011159179905043,0.006226761352593553
discovery,individual.layer_11.head_15.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,11,4,2,3.127761720649456e-05,-0.00011714367634754798,0.0001929713804599974
discovery,individual.layer_11.head_15.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,11,4,3,0.002569937941181203,0.0017818052556501517,0.0035721689968886065
discovery,individual.layer_11.head_15.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,11,4,3,0.010911247929535465,0.00011753491203352341,0.025677081150265034
discovery,individual.layer_11.head_15.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,11,4,4,0.0013357050876714955,0.00047860518597431565,0.0023227669429534375
discovery,individual.layer_11.head_15.template.rescue,individual_selected_head,source_contribution,rescue,template,,11,4,3,0.0017752409340845159,0.0007930650767323061,0.002973312835346196
discovery,individual.layer_11.head_15.response.rescue,individual_selected_head,source_contribution,rescue,response,,11,4,4,0.0023962025387700646,0.0012564589171245991,0.0035315286033335766
discovery,group.selected_attention_12.monitoring_language.rescue,selected_random_source_group,source_contribution,rescue,monitoring_language,,,4,3,0.000622352764201148,0.0004232137081930753,0.0008575363923560493
discovery,group.selected_attention_12.monitoring_language.induction,selected_random_source_group,source_contribution,induction,monitoring_language,,,4,4,0.001109180701256323,0.0007648031180266937,0.0015615594715394688
