candidate_id,candidate_role,layer,component_type,head,scope,direction,concept_count,positive_concept_count,mean_positive_example_fraction,fraction,ci_low,ci_high
layer_09.mlp,selected,9,mlp,,validation,rescue,7,6,0.7299107142857143,0.0037812524393833215,-0.00031952873017984624,0.007637905125593163
layer_09.mlp,selected,9,mlp,,validation,induction,7,6,0.8325892857142857,0.13259553682657926,0.12696559401075735,0.13850446827944096
layer_12.head_03,selected,12,attention_head,3,discovery,rescue,4,4,0.93359375,0.03281024226267365,0.03142834362894406,0.03419942521721833
layer_12.head_03,selected,12,attention_head,3,discovery,induction,4,4,0.9765625,0.013490797420826596,0.012297188454787384,0.014741162341232399
layer_12.head_03,selected,12,attention_head,3,validation,rescue,7,7,0.9754464285714286,0.029180448981439146,0.027929868724740993,0.030455167789093473
layer_12.head_03,selected,12,attention_head,3,validation,induction,7,7,0.9709821428571429,0.030033967043764855,0.027977044985123118,0.032259503375246086
layer_09.head_04,selected,9,attention_head,4,discovery,rescue,4,3,0.8515625,0.02767791077678585,0.024596612407748415,0.030784062615301477
layer_09.head_04,selected,9,attention_head,4,discovery,induction,4,4,0.90625,0.026955962536730507,0.020827735173209416,0.03390628426763109
layer_09.head_04,selected,9,attention_head,4,validation,rescue,7,7,0.8883928571428571,0.03138090548676656,0.029341472049565172,0.03347430198365088
layer_09.head_04,selected,9,attention_head,4,validation,induction,7,7,0.9799107142857143,0.14054170510730896,0.13678827239557098,0.14437791875846048
layer_11.head_14,selected,11,attention_head,14,discovery,rescue,4,3,0.64453125,0.024842666931341968,0.023174066330962143,0.026542120504930336
layer_11.head_14,selected,11,attention_head,14,discovery,induction,4,4,0.890625,0.008797887224249814,0.007700252905618437,0.009985701886726036
layer_11.head_14,selected,11,attention_head,14,validation,rescue,7,5,0.7366071428571429,0.0008343069617429476,-1.8597941928755786e-05,0.001692426758420376
layer_11.head_14,selected,11,attention_head,14,validation,induction,7,6,0.859375,0.009302680865332275,0.00823553710374376,0.010405259180201744
layer_12.head_02,selected,12,attention_head,2,discovery,rescue,4,3,0.8125,0.015351082434791417,0.014297257097995624,0.01643589488349623
layer_12.head_02,selected,12,attention_head,2,discovery,induction,4,4,0.98046875,0.009875981982442756,0.009017893246281255,0.010787587235637247
layer_12.head_02,selected,12,attention_head,2,validation,rescue,7,7,0.9196428571428571,0.013690971067262397,0.01290424013679557,0.014498024075766879
layer_12.head_02,selected,12,attention_head,2,validation,induction,7,7,0.9464285714285714,0.011720435604887431,0.01091514565629006,0.012605364889784497
layer_09.head_13,selected,9,attention_head,13,discovery,rescue,4,4,0.828125,0.012696317959898538,0.011802161533307631,0.013709592216915664
layer_09.head_13,selected,9,attention_head,13,discovery,induction,4,4,0.90625,0.00390727035733988,0.003385736512054032,0.004450527211727587
layer_09.head_13,selected,9,attention_head,13,validation,rescue,7,5,0.7008928571428571,0.001280792239172362,0.0005919047779485217,0.0019984146154272946
layer_09.head_13,selected,9,attention_head,13,validation,induction,7,7,0.8080357142857143,0.0074991454856748385,0.006497875034001992,0.00859576539932652
layer_11.head_15,selected,11,attention_head,15,discovery,rescue,4,3,0.73828125,0.011921524325409018,0.009130279773717307,0.015120869998062593
layer_11.head_15,selected,11,attention_head,15,discovery,induction,4,4,0.94140625,0.045508025973025515,0.04057318969683936,0.050898247139229726
layer_11.head_15,selected,11,attention_head,15,validation,rescue,7,5,0.7120535714285714,0.01171655690846242,0.009837360915443927,0.013632874707718722
layer_11.head_15,selected,11,attention_head,15,validation,induction,7,5,0.6964285714285714,0.015016979891870444,0.012925160372583889,0.017284447401692805
layer_10.head_13,random_control,10,attention_head,13,discovery,rescue,4,1,0.34765625,-0.004784525214739224,-0.005127823122606502,-0.004429233126431036
layer_10.head_13,random_control,10,attention_head,13,discovery,induction,4,1,0.27734375,-0.0017388059489332904,-0.002273827185291193,-0.0012183411546428569
layer_10.head_13,random_control,10,attention_head,13,validation,rescue,7,1,0.15178571428571427,-0.02925313205737965,-0.03214363354581807,-0.026769902366173885
layer_10.head_13,random_control,10,attention_head,13,validation,induction,7,1,0.16741071428571427,0.0056427845100427585,0.0026699769672140733,0.008793247835219016
layer_09.head_15,random_control,9,attention_head,15,discovery,rescue,4,4,0.88671875,0.001838548460005195,0.001594869395398239,0.0020897397328543074
layer_09.head_15,random_control,9,attention_head,15,discovery,induction,4,4,0.83984375,0.002698624947089244,0.0021760602550417777,0.0033002259983537733
layer_09.head_15,random_control,9,attention_head,15,validation,rescue,7,4,0.6004464285714286,0.0015495376452947089,0.0011607857353858023,0.0019621000966970285
layer_09.head_15,random_control,9,attention_head,15,validation,induction,7,6,0.7924107142857143,0.004001911562940161,0.003425582891444611,0.004634900420890141
layer_10.head_14,random_control,10,attention_head,14,discovery,rescue,4,0,0.18359375,-0.002637606244249689,-0.0030661801109085353,-0.0022364933374209475
layer_10.head_14,random_control,10,attention_head,14,discovery,induction,4,0,0.05078125,-0.0029440884548726978,-0.0032951512344742127,-0.002610080318083149
layer_10.head_14,random_control,10,attention_head,14,validation,rescue,7,0,0.17633928571428573,-0.0071663636005978,-0.008207874482256218,-0.006243024120715
layer_10.head_14,random_control,10,attention_head,14,validation,induction,7,0,0.08482142857142858,-0.007135753207263737,-0.007869032904156605,-0.0064656400776358135
layer_11.head_00,random_control,11,attention_head,0,discovery,rescue,4,4,0.7578125,0.0003327852606951746,0.0002526543852060921,0.00041676595957506414
layer_11.head_00,random_control,11,attention_head,0,discovery,induction,4,3,0.55078125,0.0005757983519670257,0.000456475258572082,0.0007032014053263512
layer_11.head_00,random_control,11,attention_head,0,validation,rescue,7,7,0.90625,0.005598661336031575,0.005075927659535129,0.006197946766480418
layer_11.head_00,random_control,11,attention_head,0,validation,induction,7,7,0.8258928571428571,0.002439635215699304,0.0020938491044460526,0.0028197556282186505
layer_12.head_11,random_control,12,attention_head,11,discovery,rescue,4,3,0.64453125,0.005303630291676295,0.004603136530796807,0.005990813932952493
layer_12.head_11,random_control,12,attention_head,11,discovery,induction,4,3,0.65234375,0.0001879787089946745,-0.00015127973638598695,0.0005033511710362492
layer_12.head_11,random_control,12,attention_head,11,validation,rescue,7,2,0.38169642857142855,0.0011955202753610248,0.0005152487667632361,0.0018328786329120546
layer_12.head_11,random_control,12,attention_head,11,validation,induction,7,3,0.4330357142857143,-0.0007559814713735959,-0.001480307435398346,-3.11365755187068e-05
layer_10.head_08,random_control,10,attention_head,8,discovery,rescue,4,3,0.671875,0.000269182847920627,0.00016991882171132346,0.0003698973534183325
layer_10.head_08,random_control,10,attention_head,8,discovery,induction,4,3,0.76953125,0.0007076361965135475,0.0005856763881668557,0.0008415323522224503
layer_10.head_08,random_control,10,attention_head,8,validation,rescue,7,3,0.5178571428571429,0.0018881968041719265,0.0015971195122501715,0.002209813290035532
layer_10.head_08,random_control,10,attention_head,8,validation,induction,7,5,0.7232142857142857,0.0018436901426347042,0.0015646317398194179,0.002142349831538911
layer_12.head_05,random_control,12,attention_head,5,discovery,rescue,4,4,0.91015625,0.00250894447004432,0.002176987191181832,0.0028334580906995196
layer_12.head_05,random_control,12,attention_head,5,discovery,induction,4,3,0.7265625,0.0014746999854586126,0.0012147228241846417,0.0017669796568942882
layer_12.head_05,random_control,12,attention_head,5,validation,rescue,7,5,0.7142857142857143,0.0025244794401803263,0.002255475540521841,0.002799564341139225
layer_12.head_05,random_control,12,attention_head,5,validation,induction,7,6,0.7053571428571429,0.0014292416411171055,0.0011976649907916186,0.0016686842524732796
layer_09.head_07,random_control,9,attention_head,7,discovery,rescue,4,2,0.51953125,-6.761673141823136e-05,-0.0001617937397470494,2.5276679310858826e-05
layer_09.head_07,random_control,9,attention_head,7,discovery,induction,4,3,0.55859375,0.00021551977037262868,6.484259353380109e-05,0.00036725384193345677
layer_09.head_07,random_control,9,attention_head,7,validation,rescue,7,5,0.609375,0.0003808936549871783,0.0002099755226579361,0.0005585599017032366
layer_09.head_07,random_control,9,attention_head,7,validation,induction,7,6,0.6897321428571429,0.000436035714319642,0.00021727490909160405,0.0006441407668531827
layer_11.head_05,random_control,11,attention_head,5,discovery,rescue,4,1,0.14453125,-0.005487394939650824,-0.0058840878623004885,-0.00510342394644588
layer_11.head_05,random_control,11,attention_head,5,discovery,induction,4,0,0.05078125,-0.0056265167996378575,-0.006323857618431939,-0.005000962752444636
layer_11.head_05,random_control,11,attention_head,5,validation,rescue,7,0,0.05580357142857143,-0.016420032180131976,-0.017449183694940425,-0.015421378975876358
layer_11.head_05,random_control,11,attention_head,5,validation,induction,7,0,0.029017857142857144,-0.009775775874720527,-0.01075605917895378,-0.008942375568709159
layer_11.head_03,random_control,11,attention_head,3,discovery,rescue,4,4,0.80859375,0.0028690089362618043,0.002560107383181152,0.0031803779217560503
layer_11.head_03,random_control,11,attention_head,3,discovery,induction,4,3,0.7265625,0.0006968656549225676,0.0005020190348197048,0.0009169206101808684
layer_11.head_03,random_control,11,attention_head,3,validation,rescue,7,4,0.5424107142857143,0.0023339967475385537,0.001981356462318034,0.002728973309689574
layer_11.head_03,random_control,11,attention_head,3,validation,induction,7,2,0.25892857142857145,-0.0015120305213733626,-0.0019364960127389301,-0.0011088312348820856
layer_12.head_15,random_control,12,attention_head,15,discovery,rescue,4,3,0.6640625,0.0007364333455762298,0.00041499667731474075,0.0010591391429434077
layer_12.head_15,random_control,12,attention_head,15,discovery,induction,4,2,0.55859375,0.00200876984546564,0.0016743937023311057,0.0023790225199397507
layer_12.head_15,random_control,12,attention_head,15,validation,rescue,7,4,0.515625,0.002116357581579726,0.0017185737521875043,0.0025157757080206543
layer_12.head_15,random_control,12,attention_head,15,validation,induction,7,3,0.38169642857142855,0.00038278643162286064,6.865342765786088e-07,0.0008090831195993692
layer_10.head_04,random_control,10,attention_head,4,discovery,rescue,4,2,0.609375,0.0014766581656038367,0.001333976910309219,0.0016248075088204986
layer_10.head_04,random_control,10,attention_head,4,discovery,induction,4,3,0.6171875,0.00024609360912547257,0.00012533317286083991,0.0003616232288980198
layer_10.head_04,random_control,10,attention_head,4,validation,rescue,7,4,0.6227678571428571,0.0032310882936480126,0.002858739407549665,0.003627137900692947
layer_10.head_04,random_control,10,attention_head,4,validation,induction,7,6,0.8214285714285714,0.003913912167997539,0.0035205572495519166,0.004340979933309864
layer_09.head_09,random_control,9,attention_head,9,discovery,rescue,4,0,0.21484375,-0.0004378241103905176,-0.0005009684626856656,-0.00037475800047793854
layer_09.head_09,random_control,9,attention_head,9,discovery,induction,4,2,0.41796875,7.971430252146991e-05,-2.449165358785792e-05,0.00017216698720862872
layer_09.head_09,random_control,9,attention_head,9,validation,rescue,7,4,0.5401785714285714,0.0009691963113430766,0.0006972799445704405,0.0012501460745241839
layer_09.head_09,random_control,9,attention_head,9,validation,induction,7,6,0.7008928571428571,0.019344544957406454,0.016978306460266594,0.022058639095714167
layer_10.head_03,random_control,10,attention_head,3,discovery,rescue,4,3,0.69921875,-0.017642182115871163,-0.018894883930508345,-0.016464047501187955
layer_10.head_03,random_control,10,attention_head,3,discovery,induction,4,4,0.90234375,0.014891406342324153,0.013251572712833967,0.016724830191923903
layer_10.head_03,random_control,10,attention_head,3,validation,rescue,7,6,0.7276785714285714,-0.007672803813346041,-0.008435239365326277,-0.006956318375824019
layer_10.head_03,random_control,10,attention_head,3,validation,induction,7,7,0.9375,0.012411939145288112,0.011573163444786073,0.013323967702893466
layer_11.head_02,random_control,11,attention_head,2,discovery,rescue,4,3,0.78515625,0.001381727259752055,0.0010889827825462661,0.0016947144452882756
layer_11.head_02,random_control,11,attention_head,2,discovery,induction,4,2,0.515625,0.0020529109414860456,0.0015307945889843368,0.0026454034845770076
layer_11.head_02,random_control,11,attention_head,2,validation,rescue,7,4,0.6584821428571429,0.0013527015672897063,0.001192660217518971,0.0015224094561932682
layer_11.head_02,random_control,11,attention_head,2,validation,induction,7,4,0.5892857142857143,-0.00030732804293500803,-0.000572101432100469,-6.209752519760878e-05
layer_11.head_06,random_control,11,attention_head,6,discovery,rescue,4,3,0.71875,0.002123373224637015,0.0018811238323238116,0.0023657590175646037
layer_11.head_06,random_control,11,attention_head,6,discovery,induction,4,3,0.65625,0.0011209190903228067,0.0009136292619949602,0.001353734449267722
layer_11.head_06,random_control,11,attention_head,6,validation,rescue,7,7,0.9285714285714286,0.004010388586652793,0.003721072185559317,0.004316710451005862
layer_11.head_06,random_control,11,attention_head,6,validation,induction,7,7,0.8727678571428571,0.0036525225581599424,0.0033050627323478713,0.004049708770711035
