scope,concept,candidate_id,candidate_role,direction,fraction,ci_low,ci_high,patched_mean,positive_example_fraction
,,layer_11.head_15,selected,induction,0.01665742545804202,0.013703613991295393,0.019667301497489454,0.942808804102242,0.953125
,,layer_11.mlp,selected,rescue,0.33717483948473803,0.3188809123110996,0.35491240009780206,0.53339590318501,1.0
,,layer_11.mlp,selected,induction,0.08500374041162785,0.07609479115290184,0.09425835380575281,0.8995044706389308,1.0
,,layer_10.head_02,selected,rescue,0.1872597396841221,0.17954190361962832,0.19507312361242968,0.4384094583801925,1.0
,,layer_10.head_02,selected,induction,0.03454826375626542,0.028156568029040173,0.041510901153108674,0.931473140604794,1.0
,,layer_10.head_03,random_control,rescue,0.024354446639020068,0.02169495796510926,0.02695487977208304,0.3351924065500498,0.953125
,,layer_10.head_03,random_control,induction,0.012688290264974776,0.009944394196315959,0.01569223983429346,0.9453236544504762,0.984375
,,layer_10.head_04,random_control,rescue,0.004860052293756713,0.004434858809335623,0.005334099882125806,0.32284072740003467,1.0
,,layer_10.head_04,random_control,induction,0.00015093385111466024,1.3185663717137477e-05,0.00030904484300945886,0.9532673433423042,0.546875
,,layer_10.head_08,random_control,rescue,0.0011501915270704349,0.0008675364588064016,0.0014523798965512505,0.32049015373922884,0.84375
,,layer_10.head_08,random_control,induction,0.0007343186735090802,0.0005162774711672364,0.0009831101553213104,0.9528977097943425,0.84375
,,layer_10.head_12,selected,rescue,0.02275853657538586,0.021620288125943573,0.023975808680258646,0.33418123540468514,1.0
,,layer_10.head_12,selected,induction,0.0031468908339014248,0.0024910719657119398,0.0038410991189355673,0.9513691002503037,0.96875
,,layer_10.head_13,random_control,rescue,-0.008017300317175654,-0.008873181338344064,-0.007209293544012333,0.3146816163789481,0.0
,,layer_10.head_13,random_control,induction,-0.0012077677260409346,-0.0016434254064361918,-0.0008303630811226547,0.9541282188147306,0.078125
,,layer_10.head_14,random_control,rescue,-0.007719795606294266,-0.009128227971627004,-0.006422576801255989,0.3148701158352196,0.0
,,layer_10.head_14,random_control,induction,-0.0018243278923999243,-0.0025018392111428116,-0.0012227240575550724,0.9545188723132014,0.109375
,,layer_10.mlp,selected,rescue,0.11476947517125821,0.1060925964582802,0.1244658479508926,0.39247951190918684,1.0
,,layer_10.mlp,selected,induction,0.018018398010227536,0.014436482542530153,0.022005893765065596,0.9419464897364378,0.96875
,,layer_09.head_04,selected,rescue,0.0125980612667796,0.011503450020767126,0.013781694435807457,0.3277435421478003,1.0
,,layer_09.head_04,selected,induction,0.0007671838713692403,0.0004677048444546169,0.0011109246988151489,0.9528768863528967,0.75
,,layer_09.head_07,random_control,rescue,0.0017992167146216912,0.001610175283887638,0.002001695231315642,0.3209013771265745,1.0
,,layer_09.head_07,random_control,induction,0.000292841127692926,7.46845077056764e-05,0.0005568534360143436,0.9531774306669831,0.46875
,,layer_09.head_09,random_control,rescue,-0.0007490972823728717,-0.0009478295236902638,-0.0005526448972753991,0.31928676133975387,0.140625
,,layer_09.head_09,random_control,induction,-8.650283528200845e-06,-6.506287280383562e-05,4.652245716060061e-05,0.9533684561029077,0.34375
,,layer_09.head_11,selected,rescue,0.05895444305947836,0.055041437038978513,0.06301189795459279,0.3571150191128254,1.0
,,layer_09.head_11,selected,induction,0.007547289329753818,0.004909943648700029,0.010855790753488094,0.94858100079,0.90625
,,layer_09.head_13,selected,rescue,0.045436084595635175,0.04213384623131695,0.049173391990497375,0.3485497657675296,1.0
,,layer_09.head_13,selected,induction,0.007976356621733337,0.0063701735336968695,0.009732877640575267,0.9483091430738568,1.0
,,layer_09.head_15,random_control,rescue,0.0027596374103206704,0.0023014107709948503,0.0032331717337507173,0.3215099012013525,0.953125
,,layer_09.head_15,random_control,induction,0.0015173787916732393,0.0005575286569550755,0.00284841707873132,0.9524015616625547,0.8125
,,layer_09.mlp,selected,rescue,0.06242893416801122,0.055366824631838896,0.07008405348964997,0.35931646218523383,1.0
,,layer_09.mlp,selected,induction,0.006667713507761499,0.005133489455630747,0.008422766953638621,0.9491383014246821,0.96875
,,layer_12.head_02,selected,rescue,-0.0022048550067502288,-0.003336728631834344,-0.0010607843859818172,0.18162293848581612,0.3125
,,layer_12.head_02,selected,induction,0.005779975829026546,0.00499187267388223,0.006677381004845419,0.9618090083822608,1.0
,,layer_12.head_03,selected,rescue,0.0384534472678804,0.03555385849114948,0.04143187775865561,0.21345779299736023,1.0
,,layer_12.head_03,selected,induction,0.013741467557590094,0.01219251278092004,0.015390323698625004,0.9555752770975232,1.0
,,layer_12.head_05,random_control,rescue,0.005622678090837752,0.005236982069368921,0.006013517822639422,0.18775178212672472,1.0
,,layer_12.head_05,random_control,induction,0.0012207048603902048,0.0010372180786278895,0.0014225498587803781,0.9653788506984711,1.0
,,layer_12.head_11,random_control,rescue,0.0006374615018769582,-0.0003478807231688031,0.001631148560268323,0.18384843063540757,0.5
,,layer_12.head_11,random_control,induction,0.0005348151645239376,0.0002944538487452054,0.0008295896076515302,0.9659158922731876,0.71875
,,layer_12.head_12,selected,rescue,0.0063306832463554535,0.005405196316148052,0.007270994395580984,0.1883061397820711,0.96875
,,layer_12.head_12,selected,induction,0.006449288148398324,0.005604900305824388,0.00732961240055017,0.9612849466502666,1.0
,,layer_12.head_15,random_control,rescue,-0.00091027543561425,-0.0013430318257148727,-0.00048573289748594136,0.18263657530769706,0.40625
,,layer_12.head_15,random_control,induction,-0.0004913347887073308,-0.0007170333640049801,-0.0003159357170688634,0.9667193526402116,0.140625
,,layer_12.mlp,selected,rescue,0.05179537977181632,0.044962064150062805,0.05876180048785951,0.22390433051623404,0.96875
,,layer_12.mlp,selected,induction,0.008063992655550174,0.006447005290462229,0.009716157966224808,0.9600206566974521,0.953125
,,layer_11.head_00,random_control,rescue,1.1510910599513393e-06,-0.00013232864353193588,0.00013116915236455957,0.1833502089139074,0.515625
,,layer_11.head_00,random_control,induction,1.6142037483440585e-05,-5.638078787758499e-05,8.278808672310397e-05,0.966322005726397,0.53125
,,layer_11.head_02,random_control,rescue,0.0011981799322837068,0.0010658722360286543,0.0013399624295110817,0.18428746494464576,1.0
,,layer_11.head_02,random_control,induction,-0.00044789128586706967,-0.0005429862154999053,-0.0003642389196150512,0.9666853370144963,0.015625
,,layer_11.head_03,random_control,rescue,0.0005027160491642095,0.0002933856731321161,0.0007012158301559234,0.18374292692169547,0.765625
,,layer_11.head_03,random_control,induction,0.00023807215595188883,0.0001440384980726206,0.0003340269477382933,0.9661482376977801,0.796875
,,layer_11.head_05,random_control,rescue,0.0006337507125881096,-0.00018658908950647398,0.0014428252593422107,0.1838455251418054,0.515625
,,layer_11.head_05,random_control,induction,-0.0044029688008088794,-0.005265485006551283,-0.0036511954919171406,0.9697821047157049,0.0
,,layer_11.head_06,random_control,rescue,0.00927277594743495,0.008638486145562934,0.009944474621916274,0.19060975522734225,1.0
,,layer_11.head_06,random_control,induction,0.003940034530043639,0.003274329746663207,0.004728940776150454,0.9632496554404497,1.0
,,layer_11.head_08,selected,rescue,0.2493909690496991,0.24136969405015726,0.2574473162537678,0.378618779592216,1.0
,,layer_11.head_08,selected,induction,0.12424023826965237,0.11108128398662583,0.13814128977982146,0.8690563598647714,1.0
,,layer_11.head_09,selected,rescue,0.15088909357593486,0.14287928609660408,0.15887234342059728,0.3014932554215193,1.0
,,layer_11.head_09,selected,induction,0.07243585941006873,0.06344416889950902,0.08258333722280056,0.9096184289082885,1.0
,,layer_11.head_14,selected,rescue,-0.039024538899148774,-0.04077948248197492,-0.0373609011566765,0.1527936658822,0.0
,,layer_11.head_14,selected,induction,0.0011415944843660626,0.0006699483039772598,0.0016055197604010842,0.9654407929629087,0.828125
,,layer_11.head_15,selected,rescue,0.019747559182625742,0.01824318108943104,0.02127860605175151,0.19881135690957308,1.0
,,layer_11.head_15,selected,induction,0.007639540688130431,0.006520703654333442,0.008953958867190632,0.9603529963642359,1.0
,,layer_11.mlp,selected,rescue,0.4858336843878572,0.4646657061249017,0.508201091583771,0.5637499587610364,1.0
,,layer_11.mlp,selected,induction,0.09957689877296536,0.0893405724455074,0.11102127910973086,0.8883673930540681,1.0
,,layer_10.head_02,selected,rescue,-0.01109814766295793,-0.0145567168424317,-0.0076070394316845496,0.17465962073765695,0.203125
,,layer_10.head_02,selected,induction,0.03871354567466999,0.03325951899323121,0.04490978587754591,0.936022506095469,1.0
,,layer_10.head_03,random_control,rescue,-0.09817719508967475,-0.10223036145905563,-0.09433624168731113,0.10647800343576819,0.0
,,layer_10.head_03,random_control,induction,0.038318362524312734,0.03259591313022286,0.044797365828540374,0.9363319287076592,1.0
,,layer_10.head_04,random_control,rescue,0.0015512690117898654,0.001359709651969035,0.0017473485266990961,0.18456392851658165,0.984375
,,layer_10.head_04,random_control,induction,0.0007678654589877204,0.0006383302852101706,0.0009060597261416636,0.9657334173098207,0.984375
,,layer_10.head_08,random_control,rescue,-0.0007909580525123139,-0.0009968478610279745,-0.0005874642366470299,0.18272999906912446,0.1875
,,layer_10.head_08,random_control,induction,0.0005253614091692559,0.00040266515966390267,0.0006499213550729054,0.9659232944250107,0.9375
,,layer_10.head_12,selected,rescue,0.0075234027071501685,0.005643459830435511,0.00940024209861137,0.18924002163112164,0.8125
,,layer_10.head_12,selected,induction,0.00853525308226443,0.007401120090308444,0.00981045360363336,0.9596516666933894,1.0
,,layer_10.head_13,random_control,rescue,-0.013139648099110526,-0.013806143694963626,-0.012484508427571917,0.17306115583050996,0.0
,,layer_10.head_13,random_control,induction,-0.004254836970869102,-0.005154964782083571,-0.0035083508399831958,0.9696661196649075,0.0
,,layer_10.head_14,random_control,rescue,-0.0005869256009816985,-0.0011704887821633984,-6.734161886077822e-06,0.18288975348696113,0.4375
,,layer_10.head_14,random_control,induction,-0.0018323240557404073,-0.0022758643930970847,-0.0014863700438470786,0.9677693275734782,0.03125
,,layer_10.mlp,selected,rescue,0.05469540873304139,0.04491349940836163,0.06479610821424596,0.22617501066997647,0.90625
,,layer_10.mlp,selected,induction,0.05852450139814238,0.05253479487641452,0.06479536049721202,0.9205108182504773,1.0
,,layer_09.head_04,selected,rescue,-0.00023657998986074033,-0.0007139844553330442,0.00020292653864725842,0.18316406896337867,0.453125
,,layer_09.head_04,selected,induction,0.0006426971671553264,0.00035729177075427294,0.0008622892615397985,0.9658314222469926,0.890625
,,layer_09.head_07,random_control,rescue,-0.0020526933173311275,-0.002244636392301881,-0.0018787952440926501,0.18174207885749638,0.0
,,layer_09.head_07,random_control,induction,0.0002065695501933652,0.0001300042031953203,0.00028296171796240554,0.9661729037761688,0.84375
,,layer_09.head_09,random_control,rescue,-0.000938608452220611,-0.001027796849526232,-0.0008515685938635996,0.18261439097113907,0.0
,,layer_09.head_09,random_control,induction,-0.0001500849082352467,-0.00019237348592920169,-0.00011034163153543494,0.9664521589875221,0.140625
,,layer_09.head_11,selected,rescue,0.10159188768780679,0.09442348530637083,0.10902258453942919,0.2628942660521716,1.0
,,layer_09.head_11,selected,induction,0.03302002745956716,0.027955970253805525,0.038830106027960755,0.9404804473742843,1.0
,,layer_09.head_13,selected,rescue,0.0014642669267396192,0.00040182865549139637,0.002561416566604662,0.18449580715969205,0.625
,,layer_09.head_13,selected,induction,0.0031948994767967303,0.00255018301551413,0.003929039278823518,0.9638330852612853,0.984375
,,layer_09.head_15,random_control,rescue,0.0003859744218776437,0.0001406543111306665,0.0006318857185100808,0.1836515199393034,0.71875
,,layer_09.head_15,random_control,induction,0.00040386138375782786,0.00022987082420636133,0.0006052076816611198,0.9660184271633625,0.765625
,,layer_09.mlp,selected,rescue,0.05375449720661274,0.049702737464204214,0.05792677983090414,0.22543829074129462,1.0
,,layer_09.mlp,selected,induction,0.002015300848326813,0.0008375470243451243,0.0031870885351008354,0.9647566936910152,0.71875
,,layer_12.head_02,selected,rescue,0.0006941186343888864,0.0005024390643449742,0.0009186513824712783,0.047507897703269464,0.953125
,,layer_12.head_02,selected,induction,0.0028873435641741945,0.0018549773832105764,0.004215694682061312,0.9308262271806598,0.921875
,,layer_12.head_03,selected,rescue,0.0005667565199095803,3.076591066068877e-05,0.00108236918136868,0.04739499204572439,0.734375
,,layer_12.head_03,selected,induction,0.003336601645764824,0.0025268650874752606,0.004212047948429622,0.9304279629141092,0.90625
,,layer_12.head_05,random_control,rescue,0.00047017308212587825,0.0003451193733189932,0.0006072926696583941,0.04730937147797931,0.953125
,,layer_12.head_05,random_control,induction,7.385291738396721e-05,-5.41407240566604e-05,0.00021118213022474695,0.9333203677088022,0.484375
,,layer_12.head_11,random_control,rescue,0.0006034800634329775,0.00042953315294416423,0.0007992369359428747,0.04742754721996789,0.921875
,,layer_12.head_11,random_control,induction,0.0019457246456595068,0.0014112792767460203,0.002573900935278886,0.9316609660163522,0.9375
,,layer_12.head_12,selected,rescue,0.018717216471991024,0.015003196838592732,0.022713598032987233,0.06348525267003424,1.0
,,layer_12.head_12,selected,induction,0.014147625850679654,0.010466609604578854,0.01859327653936065,0.9208440626971424,0.953125
,,layer_12.head_15,random_control,rescue,0.00011812986089810455,1.7121356737432767e-05,0.00022476564728246388,0.04699728753104182,0.6875
,,layer_12.head_15,random_control,induction,0.0011127051720197154,0.0007575017646241224,0.0015279408536328337,0.9323994321748614,0.828125
,,layer_12.mlp,selected,rescue,0.05497750187608511,0.04665699414989599,0.06352325539281112,0.09562975170774735,1.0
,,layer_12.mlp,selected,induction,0.08826755696669084,0.0692611083286135,0.10938998778457674,0.8551372424699366,0.984375
,,layer_11.head_00,random_control,rescue,0.000523389178286449,0.00039499867613529524,0.0006595008549761018,0.047356547189167486,0.96875
,,layer_11.head_00,random_control,induction,0.00018962775026040688,1.8054271195818898e-05,0.0003701660540853481,0.9332177340984344,0.515625
,,layer_11.head_02,random_control,rescue,0.004448923432015627,0.0033765584337691404,0.005637567600262235,0.05083650689260821,1.0
,,layer_11.head_02,random_control,induction,0.008324223300760904,0.006242589734046539,0.010684252109064377,0.9260064698755741,0.96875
,,layer_11.head_03,random_control,rescue,0.00037419752600095156,0.0002867771304187129,0.00046552255416459047,0.047224289793234675,0.984375
,,layer_11.head_03,random_control,induction,0.0022425451285643465,0.001564930945708603,0.00302688914849487,0.9313978366553783,0.875
,,layer_11.head_05,random_control,rescue,-0.002940555854650209,-0.00365787424353763,-0.0022696825350726427,0.04428578322421117,0.0
,,layer_11.head_05,random_control,induction,-0.0016759206016781943,-0.0024603683353646316,-0.0009958689887761304,0.9348715301603079,0.203125
,,layer_11.head_06,random_control,rescue,0.0011491708296461197,0.0008598451537467567,0.0014627090448742397,0.047911298412600445,1.0
,,layer_11.head_06,random_control,induction,0.0007865717058031537,0.0005400468191172862,0.0010731254581919781,0.9326885472983122,0.828125
,,layer_11.head_08,selected,rescue,0.016696217897715478,0.013334487869145947,0.02027953806389161,0.06169365103198743,1.0
,,layer_11.head_08,selected,induction,0.03299638312092042,0.02625092615608582,0.04042039712611208,0.9041347661986947,0.984375
,,layer_11.head_09,selected,rescue,0.008371883947466406,0.0063310516732355835,0.010581408824079765,0.05431418499438223,1.0
,,layer_11.head_09,selected,induction,0.0167198522178297,0.012811104462219244,0.02110734309263469,0.9185638013295829,0.96875
,,layer_11.head_14,selected,rescue,0.0009833596837813753,0.0006910254273542702,0.00129906963066908,0.04776430794743192,0.875
,,layer_11.head_14,selected,induction,0.0014739896348898117,0.0008016052549552635,0.0021800098629347077,0.9320791559293866,0.796875
,,layer_11.head_15,selected,rescue,0.0006110937687535063,0.0004285528059161783,0.0008066018970293426,0.04743429671850663,0.890625
,,layer_11.head_15,selected,induction,0.001810915599047787,0.001113493498634348,0.0026317356575356857,0.9317804733291268,0.8125
,,layer_11.mlp,selected,rescue,0.1575308302864597,0.13874207512574005,0.17639770152268217,0.1865425873256754,1.0
,,layer_11.mlp,selected,induction,0.2723888469756388,0.23739697104617835,0.3085634907693258,0.6919149577151984,1.0
,,layer_10.head_02,selected,rescue,0.0020170918440527794,0.0014479705160423202,0.002657901202872083,0.04868070455216866,1.0
,,layer_10.head_02,selected,induction,0.0056717975273663755,0.004230359472195445,0.0072946965289081775,0.9283578274771571,0.953125
,,layer_10.head_03,random_control,rescue,0.0006759038149770668,0.0003864552634113946,0.0010462218683268587,0.04749175038841713,0.96875
,,layer_10.head_03,random_control,induction,0.0005483236104898291,-0.00025354860511112574,0.001358016435315645,0.9328997526317835,0.640625
,,layer_10.head_04,random_control,rescue,-0.00044261171913752685,-0.0006106776839180727,-0.00030755530278073776,0.04650019389322324,0.015625
,,layer_10.head_04,random_control,induction,-0.00037783933316706846,-0.0006084429595101087,-0.00016210404223717466,0.9337207898497581,0.21875
,,layer_10.head_08,random_control,rescue,0.0002805000526769016,0.00018203168996455888,0.00039116610333894306,0.047141227613565206,0.8125
,,layer_10.head_08,random_control,induction,-2.8269768042976667e-05,-0.00021814782438729933,0.00015305714770966441,0.9334108987823129,0.40625
,,layer_10.head_12,selected,rescue,0.6470750852965297,0.6211259637009052,0.6725721371901214,0.6205202755518258,1.0
,,layer_10.head_12,selected,induction,0.5586012066460757,0.5208932094359587,0.5959949053645217,0.4381896266131662,1.0
,,layer_10.head_13,random_control,rescue,-0.00023647594329901075,-0.0005469739354641207,5.929078827488826e-05,0.04668293187154404,0.515625
,,layer_10.head_13,random_control,induction,0.0017377297931398053,0.000770813877844993,0.002731814093707561,0.9318453520536423,0.734375
,,layer_10.head_14,random_control,rescue,-0.001733653787381196,-0.0022575764215909126,-0.0012610084532384718,0.045355693786348183,0.0
,,layer_10.head_14,random_control,induction,-0.0017636767525632485,-0.0023748644962138157,-0.0012099664739936827,0.9349493253976107,0.046875
,,layer_10.mlp,selected,rescue,0.1250828499626866,0.10862573864072914,0.14214205068105445,0.1577776710910257,1.0
,,layer_10.mlp,selected,induction,0.1915356360279777,0.16250092987345988,0.2219181015991419,0.7635907852090895,1.0
,,layer_09.head_04,selected,rescue,0.09668319564774226,0.08442604865422837,0.10904811934909231,0.13260156862452277,1.0
,,layer_09.head_04,selected,induction,0.09642985918011442,0.0716710830897212,0.12407784536225294,0.8479014164768159,0.984375
,,layer_09.head_07,random_control,rescue,-0.0004203325542342168,-0.000648729140916359,-0.0002197644679839825,0.046519944223007315,0.265625
,,layer_09.head_07,random_control,induction,-0.0008136690385592017,-0.001157307257353386,-0.0005167220858663201,0.93410714995116,0.09375
,,layer_09.head_09,random_control,rescue,-2.019966508352547e-05,-4.51463586884988e-05,3.6299509430278657e-06,0.04687465933699286,0.328125
,,layer_09.head_09,random_control,induction,0.0003965100499406305,0.00022661057929899162,0.0005841184521885463,0.9330343343317509,0.625
,,layer_09.head_11,selected,rescue,0.006825278197852291,0.005210809765532632,0.008559713487300863,0.0529431294035021,0.953125
,,layer_09.head_11,selected,induction,0.008828103629549812,0.006590267435586,0.011323228260065118,0.9255597833544016,0.96875
,,layer_09.head_13,selected,rescue,0.0024847440683908395,0.001788702695281827,0.0032518760989228854,0.049095275102502,0.953125
,,layer_09.head_13,selected,induction,0.0014339787048694925,0.0007901956624282024,0.0022086423986782382,0.9321146253496408,0.796875
,,layer_09.head_15,random_control,rescue,0.0031512451454293582,0.002388929044861762,0.003970599551592047,0.04968612382282345,1.0
,,layer_09.head_15,random_control,induction,0.0029251976755170364,0.0018587552959691415,0.004176084427434603,0.9307926697656512,0.8125
,,layer_09.mlp,selected,rescue,0.01217167633881766,0.009084136888572862,0.015584119180411261,0.05768267538286409,0.984375
,,layer_09.mlp,selected,induction,0.008049733192624265,0.005716872574961332,0.01066037191692581,0.9262498035095632,0.9375
,,layer_12.head_02,selected,rescue,0.007075587945723643,0.00507493682751162,0.009697968781654617,0.10355373985748884,0.984375
,,layer_12.head_02,selected,induction,0.022062717821838093,0.019359373012025977,0.024928037504576173,0.7321439846418798,1.0
,,layer_12.head_03,selected,rescue,0.005969405188177615,0.004424029809314547,0.007832197688053127,0.10283753517614969,1.0
,,layer_12.head_03,selected,induction,0.01593958411472083,0.013667371330288967,0.018373059140347644,0.7361084443982691,1.0
,,layer_12.head_05,random_control,rescue,0.0007967667744990385,0.0006215738209361378,0.000978644418608584,0.0994884793158235,0.9375
,,layer_12.head_05,random_control,induction,0.004820483083511041,0.0038439239809316124,0.005955817253299576,0.7433075732551515,0.96875
,,layer_12.head_11,random_control,rescue,-0.0015694649930744554,-0.00211031664394071,-0.0010240471116555504,0.097956448322293,0.1875
,,layer_12.head_11,random_control,induction,-0.0030210434782217367,-0.004133516787451874,-0.0020638926537279467,0.7483846168033779,0.15625
,,layer_12.head_12,selected,rescue,0.002965106382897142,0.0021522846636701422,0.003924129292321482,0.10089238384034616,1.0
,,layer_12.head_12,selected,induction,0.011466107346653735,0.009408899704191308,0.013851511959777279,0.7390048238448799,0.984375
,,layer_12.head_15,random_control,rescue,0.000857398114732154,0.0005953704467822427,0.0011135318772615714,0.09952773544182492,0.890625
,,layer_12.head_15,random_control,induction,0.00759289113324087,0.00636934839829556,0.009028731928976078,0.7415125609841198,0.984375
,,layer_12.mlp,selected,rescue,0.10679418661993631,0.08706473289852922,0.1285714489487884,0.16811714649156784,1.0
,,layer_12.mlp,selected,induction,0.34119300687771587,0.3073893798780053,0.3770222246057017,0.5255211590556428,1.0
,,layer_11.head_00,random_control,rescue,0.0003286994339344027,0.00021934493295186141,0.0004529370983820037,0.09918542630020966,0.859375
,,layer_11.head_00,random_control,induction,0.0023132118144557853,0.0018910704439593835,0.0027834075307338036,0.7449309211224318,0.96875
,,layer_11.head_02,random_control,rescue,0.00011856856642642509,-1.7029553466293987e-05,0.00027356451125558335,0.09904937580586193,0.65625
,,layer_11.head_02,random_control,induction,0.0006262699538155543,0.0003950464658363524,0.0008269208772292405,0.7460231417790055,0.859375
,,layer_11.head_03,random_control,rescue,0.00011599349050403154,-2.6417134566067858e-06,0.00026608045128188456,0.09904770855746392,0.484375
,,layer_11.head_03,random_control,induction,-0.0005564573706006611,-0.0008605600280360586,-0.0002539541988707253,0.7467889057006687,0.265625
,,layer_11.head_05,random_control,rescue,-0.001319798800387631,-0.0019368411062978032,-0.000860143877213328,0.09811809620077838,0.0625
,,layer_11.head_05,random_control,induction,-0.010859033650620622,-0.013106993875766906,-0.008966680013214759,0.7534593706950545,0.0
,,layer_11.head_06,random_control,rescue,0.0002637502878841363,2.745324596767761e-05,0.000513244065956499,0.09914337458485534,0.75
,,layer_11.head_06,random_control,induction,0.0002450343096400058,-1.2316358790631805e-05,0.0005023939178845433,0.7462699750903994,0.59375
,,layer_11.head_08,selected,rescue,0.31472539738556565,0.2757272156686488,0.35233512451238563,0.30274345984798856,1.0
,,layer_11.head_08,selected,induction,0.6479577105310647,0.6052198599478839,0.6909054457738203,0.326904506131541,1.0
,,layer_11.head_09,selected,rescue,0.025339228619436733,0.02025302526907633,0.031044491630854223,0.11537864388856178,1.0
,,layer_11.head_09,selected,induction,0.10845350190121948,0.0937244175904608,0.12447372838517878,0.6762097517494112,1.0
,,layer_11.head_14,selected,rescue,0.0010023036253068167,-0.00024492420280801386,0.002172906206128771,0.09962155538642037,0.703125
,,layer_11.head_14,selected,induction,0.013866678837831358,0.011660098861523886,0.016246106746248812,0.7374505593907088,0.9375
,,layer_11.head_15,selected,rescue,0.04812204171976918,0.037869396988597016,0.06003383232185639,0.13012951329528732,1.0
,,layer_11.head_15,selected,induction,0.1559242221468818,0.13631036479458675,0.17708955155168193,0.6454745483351871,1.0
,,layer_11.mlp,selected,rescue,0.20893384742697532,0.18025300320326312,0.2373443364601109,0.23424808436902822,1.0
,,layer_11.mlp,selected,induction,0.4495899127046684,0.4092930304595308,0.49151835418970186,0.4553389302454889,1.0
,,layer_10.head_02,selected,rescue,0.007718294973119116,0.006041323583619683,0.009509570283667937,0.10396986438900058,1.0
,,layer_10.head_02,selected,induction,0.01985724397480712,0.016550589190541753,0.023599515152783454,0.7335719319526106,1.0
,,layer_10.head_03,random_control,rescue,0.002578116172192956,0.0019428221631810087,0.0032437682219334314,0.10064182470023297,0.875
