candidate_id,candidate_role,layer,component_type,head,scope,direction,concept_count,positive_concept_count,mean_positive_example_fraction,fraction,ci_low,ci_high
layer_09.head_13,selected,9,attention_head,13.0,discovery,rescue,4,4,0.828125,0.0126963179598985,0.0118021615333076,0.0137095922169156
layer_09.head_13,selected,9,attention_head,13.0,discovery,induction,4,4,0.90625,0.0039072703573398,0.003385736512054,0.0044505272117275
layer_09.head_13,selected,9,attention_head,13.0,validation,rescue,7,5,0.7008928571428571,0.0012807922391723,0.0005919047779485,0.0019984146154272
layer_09.head_13,selected,9,attention_head,13.0,validation,induction,7,7,0.8080357142857143,0.0074991454856748,0.0064978750340019,0.0085957653993265
layer_11.head_15,selected,11,attention_head,15.0,discovery,rescue,4,3,0.73828125,0.011921524325409,0.0091302797737173,0.0151208699980625
layer_11.head_15,selected,11,attention_head,15.0,discovery,induction,4,4,0.94140625,0.0455080259730255,0.0405731896968393,0.0508982471392297
layer_11.head_15,selected,11,attention_head,15.0,validation,rescue,7,5,0.7120535714285714,0.0117165569084624,0.0098373609154439,0.0136328747077187
layer_11.head_15,selected,11,attention_head,15.0,validation,induction,7,5,0.6964285714285714,0.0150169798918704,0.0129251603725838,0.0172844474016928
layer_10.head_13,random_control,10,attention_head,13.0,discovery,rescue,4,1,0.34765625,-0.0047845252147392,-0.0051278231226065,-0.004429233126431
layer_10.head_13,random_control,10,attention_head,13.0,discovery,induction,4,1,0.27734375,-0.0017388059489332,-0.0022738271852911,-0.0012183411546428
layer_10.head_13,random_control,10,attention_head,13.0,validation,rescue,7,1,0.1517857142857142,-0.0292531320573796,-0.032143633545818,-0.0267699023661738
layer_10.head_13,random_control,10,attention_head,13.0,validation,induction,7,1,0.1674107142857142,0.0056427845100427,0.002669976967214,0.008793247835219
layer_09.head_15,random_control,9,attention_head,15.0,discovery,rescue,4,4,0.88671875,0.0018385484600051,0.0015948693953982,0.0020897397328543
layer_09.head_15,random_control,9,attention_head,15.0,discovery,induction,4,4,0.83984375,0.0026986249470892,0.0021760602550417,0.0033002259983537
layer_09.head_15,random_control,9,attention_head,15.0,validation,rescue,7,4,0.6004464285714286,0.0015495376452947,0.0011607857353858,0.001962100096697
layer_09.head_15,random_control,9,attention_head,15.0,validation,induction,7,6,0.7924107142857143,0.0040019115629401,0.0034255828914446,0.0046349004208901
layer_10.head_14,random_control,10,attention_head,14.0,discovery,rescue,4,0,0.18359375,-0.0026376062442496,-0.0030661801109085,-0.0022364933374209
layer_10.head_14,random_control,10,attention_head,14.0,discovery,induction,4,0,0.05078125,-0.0029440884548726,-0.0032951512344742,-0.0026100803180831
layer_10.head_14,random_control,10,attention_head,14.0,validation,rescue,7,0,0.1763392857142857,-0.0071663636005978,-0.0082078744822562,-0.006243024120715
layer_10.head_14,random_control,10,attention_head,14.0,validation,induction,7,0,0.0848214285714285,-0.0071357532072637,-0.0078690329041566,-0.0064656400776358
layer_11.head_00,random_control,11,attention_head,0.0,discovery,rescue,4,4,0.7578125,0.0003327852606951,0.000252654385206,0.000416765959575
layer_11.head_00,random_control,11,attention_head,0.0,discovery,induction,4,3,0.55078125,0.000575798351967,0.000456475258572,0.0007032014053263
layer_11.head_00,random_control,11,attention_head,0.0,validation,rescue,7,7,0.90625,0.0055986613360315,0.0050759276595351,0.0061979467664804
layer_11.head_00,random_control,11,attention_head,0.0,validation,induction,7,7,0.8258928571428571,0.0024396352156993,0.002093849104446,0.0028197556282186
layer_12.head_11,random_control,12,attention_head,11.0,discovery,rescue,4,3,0.64453125,0.0053036302916762,0.0046031365307968,0.0059908139329524
layer_12.head_11,random_control,12,attention_head,11.0,discovery,induction,4,3,0.65234375,0.0001879787089946,-0.0001512797363859,0.0005033511710362
layer_12.head_11,random_control,12,attention_head,11.0,validation,rescue,7,2,0.3816964285714285,0.001195520275361,0.0005152487667632,0.001832878632912
layer_12.head_11,random_control,12,attention_head,11.0,validation,induction,7,3,0.4330357142857143,-0.0007559814713735,-0.0014803074353983,-3.11365755187068e-05
layer_10.head_08,random_control,10,attention_head,8.0,discovery,rescue,4,3,0.671875,0.0002691828479206,0.0001699188217113,0.0003698973534183
layer_10.head_08,random_control,10,attention_head,8.0,discovery,induction,4,3,0.76953125,0.0007076361965135,0.0005856763881668,0.0008415323522224
layer_10.head_08,random_control,10,attention_head,8.0,validation,rescue,7,3,0.5178571428571429,0.0018881968041719,0.0015971195122501,0.0022098132900355
layer_10.head_08,random_control,10,attention_head,8.0,validation,induction,7,5,0.7232142857142857,0.0018436901426347,0.0015646317398194,0.0021423498315389
layer_12.head_05,random_control,12,attention_head,5.0,discovery,rescue,4,4,0.91015625,0.0025089444700443,0.0021769871911818,0.0028334580906995
layer_12.head_05,random_control,12,attention_head,5.0,discovery,induction,4,3,0.7265625,0.0014746999854586,0.0012147228241846,0.0017669796568942
layer_12.head_05,random_control,12,attention_head,5.0,validation,rescue,7,5,0.7142857142857143,0.0025244794401803,0.0022554755405218,0.0027995643411392
layer_12.head_05,random_control,12,attention_head,5.0,validation,induction,7,6,0.7053571428571429,0.0014292416411171,0.0011976649907916,0.0016686842524732
layer_09.head_07,random_control,9,attention_head,7.0,discovery,rescue,4,2,0.51953125,-6.761673141823136e-05,-0.000161793739747,2.5276679310858826e-05
layer_09.head_07,random_control,9,attention_head,7.0,discovery,induction,4,3,0.55859375,0.0002155197703726,6.484259353380109e-05,0.0003672538419334
layer_09.head_07,random_control,9,attention_head,7.0,validation,rescue,7,5,0.609375,0.0003808936549871,0.0002099755226579,0.0005585599017032
layer_09.head_07,random_control,9,attention_head,7.0,validation,induction,7,6,0.6897321428571429,0.0004360357143196,0.0002172749090916,0.0006441407668531
layer_11.head_05,random_control,11,attention_head,5.0,discovery,rescue,4,1,0.14453125,-0.0054873949396508,-0.0058840878623004,-0.0051034239464458
layer_11.head_05,random_control,11,attention_head,5.0,discovery,induction,4,0,0.05078125,-0.0056265167996378,-0.0063238576184319,-0.0050009627524446
layer_11.head_05,random_control,11,attention_head,5.0,validation,rescue,7,0,0.0558035714285714,-0.0164200321801319,-0.0174491836949404,-0.0154213789758763
layer_11.head_05,random_control,11,attention_head,5.0,validation,induction,7,0,0.0290178571428571,-0.0097757758747205,-0.0107560591789537,-0.0089423755687091
layer_11.head_03,random_control,11,attention_head,3.0,discovery,rescue,4,4,0.80859375,0.0028690089362618,0.0025601073831811,0.003180377921756
layer_11.head_03,random_control,11,attention_head,3.0,discovery,induction,4,3,0.7265625,0.0006968656549225,0.0005020190348197,0.0009169206101808
layer_11.head_03,random_control,11,attention_head,3.0,validation,rescue,7,4,0.5424107142857143,0.0023339967475385,0.001981356462318,0.0027289733096895
layer_11.head_03,random_control,11,attention_head,3.0,validation,induction,7,2,0.2589285714285714,-0.0015120305213733,-0.0019364960127389,-0.001108831234882
layer_12.head_15,random_control,12,attention_head,15.0,discovery,rescue,4,3,0.6640625,0.0007364333455762,0.0004149966773147,0.0010591391429434
layer_12.head_15,random_control,12,attention_head,15.0,discovery,induction,4,2,0.55859375,0.0020087698454656,0.0016743937023311,0.0023790225199397
layer_12.head_15,random_control,12,attention_head,15.0,validation,rescue,7,4,0.515625,0.0021163575815797,0.0017185737521875,0.0025157757080206
layer_12.head_15,random_control,12,attention_head,15.0,validation,induction,7,3,0.3816964285714285,0.0003827864316228,6.865342765786088e-07,0.0008090831195993
layer_10.head_04,random_control,10,attention_head,4.0,discovery,rescue,4,2,0.609375,0.0014766581656038,0.0013339769103092,0.0016248075088204
layer_10.head_04,random_control,10,attention_head,4.0,discovery,induction,4,3,0.6171875,0.0002460936091254,0.0001253331728608,0.000361623228898
layer_10.head_04,random_control,10,attention_head,4.0,validation,rescue,7,4,0.6227678571428571,0.003231088293648,0.0028587394075496,0.0036271379006929
layer_10.head_04,random_control,10,attention_head,4.0,validation,induction,7,6,0.8214285714285714,0.0039139121679975,0.0035205572495519,0.0043409799333098
layer_09.head_09,random_control,9,attention_head,9.0,discovery,rescue,4,0,0.21484375,-0.0004378241103905,-0.0005009684626856,-0.0003747580004779
layer_09.head_09,random_control,9,attention_head,9.0,discovery,induction,4,2,0.41796875,7.971430252146991e-05,-2.449165358785792e-05,0.0001721669872086
layer_09.head_09,random_control,9,attention_head,9.0,validation,rescue,7,4,0.5401785714285714,0.000969196311343,0.0006972799445704,0.0012501460745241
layer_09.head_09,random_control,9,attention_head,9.0,validation,induction,7,6,0.7008928571428571,0.0193445449574064,0.0169783064602665,0.0220586390957141
layer_10.head_03,random_control,10,attention_head,3.0,discovery,rescue,4,3,0.69921875,-0.0176421821158711,-0.0188948839305083,-0.0164640475011879
layer_10.head_03,random_control,10,attention_head,3.0,discovery,induction,4,4,0.90234375,0.0148914063423241,0.0132515727128339,0.0167248301919239
layer_10.head_03,random_control,10,attention_head,3.0,validation,rescue,7,6,0.7276785714285714,-0.007672803813346,-0.0084352393653262,-0.006956318375824
layer_10.head_03,random_control,10,attention_head,3.0,validation,induction,7,7,0.9375,0.0124119391452881,0.011573163444786,0.0133239677028934
layer_11.head_02,random_control,11,attention_head,2.0,discovery,rescue,4,3,0.78515625,0.001381727259752,0.0010889827825462,0.0016947144452882
layer_11.head_02,random_control,11,attention_head,2.0,discovery,induction,4,2,0.515625,0.002052910941486,0.0015307945889843,0.002645403484577
layer_11.head_02,random_control,11,attention_head,2.0,validation,rescue,7,4,0.6584821428571429,0.0013527015672897,0.0011926602175189,0.0015224094561932
layer_11.head_02,random_control,11,attention_head,2.0,validation,induction,7,4,0.5892857142857143,-0.000307328042935,-0.0005721014321004,-6.209752519760878e-05
layer_11.head_06,random_control,11,attention_head,6.0,discovery,rescue,4,3,0.71875,0.002123373224637,0.0018811238323238,0.0023657590175646
layer_11.head_06,random_control,11,attention_head,6.0,discovery,induction,4,3,0.65625,0.0011209190903228,0.0009136292619949,0.0013537344492677
layer_11.head_06,random_control,11,attention_head,6.0,validation,rescue,7,7,0.9285714285714286,0.0040103885866527,0.0037210721855593,0.0043167104510058
layer_11.head_06,random_control,11,attention_head,6.0,validation,induction,7,7,0.8727678571428571,0.0036525225581599,0.0033050627323478,0.004049708770711
